Organization_Name,Organization_Name_URL,Founded_Date,Founders,Number_of_Employees,Description,Industries,Industry_Groups,Headquarters_Location,Headquarters_Regions,Operating_Status,Funding_Status,Number_of_Funding_Rounds,Last_Funding_Amount,Last_Funding_Amount_Currency,Last_Funding_Date,Last_Funding_Type,Total_Funding_Amount,Total_Funding_Amount_Currency,Number_of_Lead_Investors,Top_5_Investors,Trend_Score_7_Days,Trend_Score_30_Days,Trend_Score_90_Days,Growth_Trend,Active_Hiring,Region_Local,Region_Mid,Region_Broad,Industry_Category
Carl,https://www.crunchbase.com/organization/carl-de34,2023-01-01,"Farid Chaouki, Niclas Sellebraten",11-50,Carl is a dementia-friendly platform that offers compassionate care via smart phones and tablets,"Health Care, Social Media","Health Care, Internet Services, Media and Entertainment","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Active,Seed,1,1150000.0,USD,2024-05-21,Pre-Seed,1150000.0,USD,0.0,Unknown,0.1,-0.4,-0.4,31.00%,N,Greater New York Area,East Coast,Northeastern US,Healthcare & Biotech
Claris AI,https://www.crunchbase.com/organization/claris-ai,2023-12-14,Paul Elisii,11-50,"Claris AI offers compliant AI solutions for regulated industries, streamlining operations, analytics, and reporting across key sectors.","Artificial Intelligence (AI), Information Technology, Productivity Tools","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Wayne, Pennsylvania, United States","Greater Philadelphia Area, Great Lakes, Northeastern US",Active,Seed,1,200000.0,USD,2025-01-01,Seed,200000.0,USD,0.0,Unknown,-0.1,-0.1,1.9,200.00%,N,Greater Philadelphia Area,Great Lakes,Northeastern US,AI & Data
Swapify,https://www.crunchbase.com/organization/swapify,2024-01-01,"Roman Koropets, Stan Novi",11-50,"Mobile App, Generative AI","Artificial Intelligence (AI), Content Creators, Generative AI, Video","Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software, Video","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Active,Seed,1,500000.0,USD,2024-04-30,Pre-Seed,500000.0,USD,0.0,MAXCAPITAL HOLDINGS,-0.1,-0.1,0.7,17.00%,N,San Francisco Bay Area,West Coast,Western US,AI & Data
SageCyber,https://www.crunchbase.com/organization/sagecyber,2024-01-01,Unknown,11-50,SageCyber is a technology company.,Unknown,Unknown,"Tenafly, New Jersey, United States","Greater New York Area, East Coast, Northeastern US",Active,Seed,1,2849360.0,USD,2024-04-23,Seed,2849360.0,USD,0.0,Unknown,0.4,0.7,1.9,64.00%,N,Greater New York Area,East Coast,Northeastern US,Unknown
Dardo Studios,https://www.crunchbase.com/organization/dardo-studios,2023-01-01,Kenny Carvalho,11-50,Dardo Studios specializes in stylized art creation and art recruiting services for the gaming industry.,"Art, Consulting, Gaming, Recruiting","Gaming, Media and Entertainment, Professional Services","Irvine, California, United States","Greater Los Angeles Area, West Coast, Western US",Active,Seed,1,500000.0,USD,2024-09-11,Seed,500000.0,USD,0.0,Unknown,-0.2,-0.3,-0.3,29.00%,Y,Greater Los Angeles Area,West Coast,Western US,Media & Marketing
Everlong,https://www.crunchbase.com/organization/everlong,2023-01-01,Unknown,11-50,Everlong helps people recover control over their health and nutrition by giving access to personalised care.,"Health Care, Personal Health",Health Care,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",Active,Seed,1,120000.0,USD,2024-06-05,Pre-Seed,120000.0,USD,1.0,Techstars,-0.1,0.2,-0.1,10.00%,N,Greater Boston Area,East Coast,Northeastern US,Healthcare & Biotech
Laundry Growth Partners,https://www.crunchbase.com/organization/laundry-growth-partners,2023-01-01,Unknown,51-100,Laundry Growth Partners is operator of multiple laundromats in the Chicagoland area.,"Laundry and Dry-cleaning, Service Industry","Clothing and Apparel, Other","Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",Active,Seed,1,700000.0,USD,2024-05-29,Seed,700000.0,USD,0.0,Unknown,0.5,0.4,2.4,14.00%,N,Greater Chicago Area,Great Lakes,Midwestern US,Other
Sincidium,https://www.crunchbase.com/organization/sincidium,2023-03-25,Benjamin Arya,11-50,Sincidium develops enterprise software to help learning institutes become AI-enabled.,"Artificial Intelligence (AI), EdTech, Enterprise Software, Generative AI, Higher Education, Predictive Analytics","Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Active,Seed,1,200000.0,USD,2024-04-01,Pre-Seed,200000.0,USD,0.0,Unknown,0.6,-0.2,-0.3,57.00%,N,San Francisco Bay Area,West Coast,Western US,AI & Data
The Beam,https://www.crunchbase.com/organization/the-beam-85a6,2024-04-02,Stephen Blackwell,11-50,"The Beam is a digital music platform that allows emerging artists to monetize through chart competitions, challenges, and superfans.","Communities, Music, Software","Community and Lifestyle, Media and Entertainment, Music and Audio, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Active,Seed,1,1800000.0,USD,2024-04-02,Seed,1800000.0,USD,0.0,Unknown,0.7,-0.3,-0.2,233.00%,N,Greater New York Area,East Coast,Northeastern US,Enterprise Software
Aghanim,https://www.crunchbase.com/organization/aghanim,2023-06-01,"Constantin Andry, Konstantin Golubitsky",51-100,DTC enablement platform for video games,"FinTech, Video Games","Financial Services, Gaming","Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",Active,Seed,1,0.0,USD,2024-02-14,Seed,0.0,USD,0.0,"QED Investors, Bessemer Venture Partners, Point72 Ventures, A16Z GAMES Speedrun",-0.6,-1.6,3.5,7.00%,N,Greater Los Angeles Area,West Coast,Western US,Fintech
Cypher Energy,https://www.crunchbase.com/organization/cypher-energy,2023-01-01,Unknown,11-50,"Cypher Energy is a brand of energy drinks that offers non-carbonated, sugar-free energy drinks infused with Latino-inspired flavors.","Food and Beverage, Wellness, Wine And Spirits","Food and Beverage, Health Care","Dayton, Ohio, United States","Great Lakes, Midwestern US",Active,Seed,1,2400000.0,USD,2024-06-10,Seed,2400000.0,USD,0.0,Unknown,-0.3,-0.1,-0.2,0.00%,N,Great Lakes,Unknown,Midwestern US,Healthcare & Biotech
Noviam,https://www.crunchbase.com/organization/noviam,2023-01-01,Unknown,11-50,Noviam is a business services company.,"Business Development, Small and Medium Businesses","Other, Professional Services","Beaufort, South Carolina, United States","East Coast, Southern US",Active,Seed,1,550000.0,USD,2024-01-17,Seed,550000.0,USD,0.0,Unknown,0.0,0.9,0.2,0.00%,N,East Coast,Unknown,Southern US,Other
Codexa Hub,https://www.crunchbase.com/organization/codexa-ee72,2023-07-21,Ethan Carter,11-50,Codexa Hub is revolutionizing Education with AI-Powered Personalized Learning,"Artificial Intelligence (AI), E-Learning, EdTech","Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Active,Seed,2,145000.0,USD,2024-09-04,Seed,195000.0,USD,0.0,Unknown,-0.1,-0.1,1.1,0.00%,N,San Francisco Bay Area,West Coast,Western US,AI & Data
Theratrics,https://www.crunchbase.com/organization/theratrics,2024-04-08,Unknown,101-250,"Health Plan: Medical, Dental, Vision, and Life Insurance","Health Care, Insurance","Financial Services, Health Care","Tucson, Arizona, United States",Western US,Active,Seed,1,255000.0,USD,2024-04-08,Pre-Seed,255000.0,USD,1.0,UnitedHealthcare,-0.1,0.6,-0.2,0.00%,N,Western US,Unknown,Unknown,Fintech
AI Grants,https://www.crunchbase.com/organization/ai-grants,2024-02-01,"Graham Plaster, Kevin Wallace",11-50,AI GRANTS leverages advanced AI technology to simplify and expedite the grant-seeking process.,Generative AI,Artificial Intelligence (AI),"Washington, District of Columbia, United States","Washington DC Metro Area, Southern US",Active,Seed,2,115000.0,USD,2024-10-01,Seed,415000.0,USD,0.0,Unknown,-0.3,-0.5,-0.6,44.00%,N,Washington DC Metro Area,Unknown,Southern US,AI & Data
Launchpad Vision,https://www.crunchbase.com/organization/launchpad-vision,2024-01-01,"Eric Poole, Mark Kremer, Pierre Bertrand",11-50,Launchpad Vision is a commercialization services company that offers integration of eyecare products and technology.,"Eyewear, Health Care, Medical Device, Wellness","Consumer Goods, Health Care","Dallas, Texas, United States","Dallas/Fort Worth Metroplex, Southern US",Active,Seed,1,750000.0,USD,2024-12-23,Seed,750000.0,USD,0.0,Unknown,0.3,1.9,1.8,300.00%,N,Dallas/Fort Worth Metroplex,Unknown,Southern US,Healthcare & Biotech
Shape Biopharmaceuticals,https://www.crunchbase.com/organization/shape-biopharmaceuticals,2023-01-01,"Arin Ghasparian, Armando Zuniga",11-50,Shape Biopharmaceuticals builds innovative healthcare solutions.,"Biopharma, Health Care, Pharmaceutical","Biotechnology, Health Care, Science and Engineering","Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",Active,Unknown,1,150000.0,CHF,2024-11-15,Grant,150000.0,CHF,1.0,Venture Kick,-0.1,-0.5,0.9,0.00%,N,Greater Boston Area,East Coast,Northeastern US,Healthcare & Biotech
CollabAuditAI,https://www.crunchbase.com/organization/collabauditai,2024-07-17,"AJ Jo, Gurpreet Chandhoke",11-50,"CollabAuditAI provides AI-powered audit, risk, and compliance solutions for organizations.","Artificial Intelligence (AI), SaaS, Software","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Active,Seed,1,400000.0,USD,2024-08-12,Seed,400000.0,USD,0.0,Peter Sullivan,0.0,-0.4,3.8,0.00%,N,San Francisco Bay Area,West Coast,Western US,AI & Data
Logicbric,https://www.crunchbase.com/organization/logicbric,2023-12-12,"Dev Shah, Dhrumil Patel",11-50,IT Consulting & Service,"Consulting, Information Technology, Service Industry","Information Technology, Other, Professional Services","Fort Worth, Texas, United States","Dallas/Fort Worth Metroplex, Southern US",Active,Seed,3,500000.0,USD,2024-11-05,Seed,586000.0,USD,0.0,Unknown,0.0,0.0,0.4,17.00%,Y,Dallas/Fort Worth Metroplex,Unknown,Southern US,Enterprise Software
Hirebrick,https://www.crunchbase.com/organization/hirebrick,2023-01-01,Ravi Kanth,11-50,Building Bridges Between Companies & Great Talent,"Consulting, Human Resources, Online Portals, Recruiting, Staffing Agency","Administrative Services, Internet Services, Professional Services","Lewes, Delaware, United States","East Coast, Southern US",Active,Seed,1,50000.0,USD,2024-09-01,Pre-Seed,50000.0,USD,0.0,Unknown,0.1,1.2,3.1,11.00%,Y,East Coast,Unknown,Southern US,Other
American Metal,https://www.crunchbase.com/organization/american-metal,2023-01-01,Unknown,11-50,American Metal is an automotive manufacturing company that builds custom made motorcycles and automobiles.,"Automotive, Manufacturing","Manufacturing, Transportation","Danbury, Connecticut, United States","East Coast, New England, Northeastern US",Active,Seed,1,850000.0,USD,2024-01-23,Seed,850000.0,USD,0.0,Unknown,0.2,0.1,3.4,0.00%,N,East Coast,New England,Northeastern US,Industrial & Other
ICE Ridesharing,https://www.crunchbase.com/organization/ice-ridesharing,2023-06-01,Sarah Choudhary,101-250,ICE Ridesharing offers ab AI based innovative ridesharing platform for people to hail and share cabs.,"Artificial Intelligence (AI), Car Sharing, Ride Sharing, Taxi Service, Transportation","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation","Cary, North Carolina, United States","Research Triangle, East Coast, Southern US",Active,Seed,1,1000000.0,USD,2024-01-03,Pre-Seed,1000000.0,USD,0.0,Unknown,0.0,0.2,0.0,0.00%,N,Research Triangle,East Coast,Southern US,AI & Data
Marketfuel,https://www.crunchbase.com/organization/marketfuel,2024-01-01,Simon Jenkins,11-50,Marketfuel is a software developing company that offers a platform application for brand and promotional marketing services.,"Brand Marketing, Marketing, SaaS, Software","Sales and Marketing, Software","Vero Beach, Florida, United States","East Coast, Southern US",Active,Seed,1,200000.0,USD,2024-09-27,Seed,200000.0,USD,0.0,Unknown,-0.3,-0.7,-1.0,8.00%,N,East Coast,Unknown,Southern US,Enterprise Software
Koolay,https://www.crunchbase.com/organization/koolay,2023-05-30,Bulent Arslan,11-50,Making Content Intelligent - AI Powered All in One CMS Platform,"Artificial Intelligence (AI), Internet, Software","Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software","Santa Clara, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Active,Seed,1,225000.0,USD,2024-09-01,Angel,225000.0,USD,0.0,Mayahub Ventures,0.0,0.0,-0.2,25.00%,N,San Francisco Bay Area,Silicon Valley,Western US,AI & Data
Blogchain,https://www.crunchbase.com/organization/blogchain,2024-02-03,"Antonio Gomez Sunye, Brent Cheng, Marta Sunye Segui",11-50,Crypto Social Media Platform,"Artificial Intelligence (AI), Auto Insurance, Automotive, Bitcoin, E-Commerce, Health Care, Hospitality, Pharmaceutical, Retail, Trading Platform","Artificial Intelligence (AI), Blockchain and Cryptocurrency, Commerce and Shopping, Data and Analytics, Financial Services, Health Care, Lending and Investments, Payments, Science and Engineering, Software, Transportation, Travel and Tourism","Wilmington, Delaware, United States","Greater Philadelphia Area, East Coast, Southern US",Active,Unknown,1,60000.0,USD,2024-02-06,Undisclosed,60000.0,USD,0.0,Unknown,-0.1,-0.1,-0.1,100.00%,N,Greater Philadelphia Area,East Coast,Southern US,Fintech
Drinkun,https://www.crunchbase.com/organization/drinkun,2023-03-01,"Denish Patel, Nishant Patel",11-50,"Drinkun: Instant, fee-free booze delivery. Your favorite drinks, fast and easy!","E-Commerce, Food and Beverage, Marketplace, Same Day Delivery, Wine And Spirits","Commerce and Shopping, Food and Beverage, Transportation","Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",Active,Seed,1,150000.0,USD,2024-03-11,Angel,150000.0,USD,0.0,Unknown,1.2,1.0,1.0,50.00%,N,Greater Boston Area,East Coast,Northeastern US,E-Commerce & Retail
Carbon Containment Lab,https://www.crunchbase.com/organization/carbon-containment-lab,2024-01-01,Unknown,11-50,"Carbon Containment Lab supports the development, testing, and deployment of novel and neglected climate solutions.","Carbon Capture, Environmental Consulting","Professional Services, Sustainability","New Haven, Connecticut, United States","East Coast, New England, Northeastern US",Active,Unknown,1,990000.0,USD,2024-09-12,Grant,990000.0,USD,1.0,Washington state Department of Commerce,-0.2,0.2,0.4,53.00%,Y,East Coast,New England,Northeastern US,CleanTech & Energy
Traivel,https://www.crunchbase.com/organization/traivel,2024-01-01,Vladyslav Presnov,11-50,Traivel - Full-fledged Corporate Travel & Expense orchestration platform. Elevate your travel experience with AI.,"B2B, Business Travel, SaaS","Other, Software, Travel and Tourism","Wilmington, Delaware, United States","Greater Philadelphia Area, East Coast, Southern US",Active,Seed,1,100000.0,USD,2024-01-10,Pre-Seed,100000.0,USD,0.0,Unknown,-0.1,-0.2,-0.4,20.00%,N,Greater Philadelphia Area,East Coast,Southern US,Enterprise Software
Bridge,https://www.crunchbase.com/organization/bridge-8e64,2024-01-01,Chanil Choi,11-50,Bridge is a company that offers financial services.,"Finance, Financial Services, FinTech",Financial Services,"Lehi, Utah, United States",Western US,Active,Seed,1,200000.0,USD,2024-10-29,Seed,200000.0,USD,0.0,Unknown,-0.1,0.0,1.7,83.00%,N,Western US,Unknown,Unknown,Fintech
Georgetown Surgery Center,https://www.crunchbase.com/organization/georgetown-surgery-center,2023-01-01,Unknown,11-50,Georgetown Surgery Center is a healthcare service providing company that specializes in surgical services.,"Health Care, Hospital, Medical, Wellness",Health Care,"Georgetown, Texas, United States",Southern US,Active,Unknown,2,1294061.0,USD,2024-01-31,Undisclosed,1816032.0,USD,0.0,Unknown,0.0,-0.2,-0.7,10.00%,N,Southern US,Unknown,Unknown,Healthcare & Biotech
Neural Science Institute,https://www.crunchbase.com/organization/neural-science-institute,2024-04-08,"Cory Cunningham, Johnny Miller",11-50,Neural Science Institute is a healthcare company that offers neural feedback therapy to renew brain neuroplasticity.,"Addiction Treatment, Health Care, Mental Health, Neuroscience, Rehabilitation","Biotechnology, Health Care, Science and Engineering","San Diego, California, United States","Greater San Diego Area, West Coast, Western US",Active,Seed,1,100000.0,USD,2024-04-30,Seed,100000.0,USD,0.0,Unknown,-0.1,-0.2,1.1,120.00%,N,Greater San Diego Area,West Coast,Western US,Healthcare & Biotech
